Unnamed: 0,Latitude,Longitude,School Name,School Address,School Rating,zipcode
3340,30.077021999999996,-97.738127,Armando Chapa Middle School,"3311 Dacy Lane, Kyle, TX  78640",3.0,78748
3341,30.134543,-97.823431,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4.0,78748
3342,30.131939000000003,-97.734398,Mendez Middle School,"5106 Village Square Drive, Austin, TX  78744",1.0,78748
3343,30.199615,-97.928517,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78749
3347,30.436096000000003,-97.79154399999999,Canyon Vista Middle School,"8455 Spicewood Springs Road, Austin, TX  78759",10.0,78750
3348,30.383291999999997,-97.512507,Manor Middle School,"12900 Gregg Manor Road, Manor, TX  78653",2.0,78653
3351,30.344893,-97.850719,Canyon Ridge Middle School,"12601 Country Trails Lane, Austin, TX  78732",10.0,78750
3352,30.369239,-97.773808,Murchison Middle School,"3700 North Hills Drive, Austin, TX  78731",7.0,78759
3353,30.449009000000004,-97.758837,Deerpark Middle School,"8849 Anderson Mill Road, Austin, TX  78729",6.0,78729
3355,30.420818,-97.639833,Pflugerville Middle School,"1600 Settlers Valley Drive, Pflugerville, TX  78660",6.0,78660
3356,30.176238,-97.846339,Bailey Middle School,"4020 Lost Oasis Hollow, Austin, TX  78739",6.0,78749
3357,30.437027,-97.779393,Canyon Vista Middle School,"8455 Spicewood Springs Road, Austin, TX  78759",10.0,78750
3359,30.291371,-97.77038,O Henry Middle School,"2610 West 10th Street, Austin, TX  78703",6.0,78703
3362,30.345437,-97.805933,Murchison Middle School,"3700 North Hills Drive, Austin, TX  78731",7.0,78750
3366,30.471442,-97.633084,Park Crest Middle School,"1500 North Railroad Avenue, Pflugerville, TX  78660",7.0,78664
3367,30.357033,-97.705478,Burnet Middle School,"8401 Hathaway Drive, Austin, TX  78757",2.0,78758
3368,30.388953000000004,-97.677428,Westview Middle School,"1805 Scofield Lane, Austin, TX  78727",4.0,78753
3371,30.352898,-97.77945799999999,Murchison Middle School,"3700 North Hills Drive, Austin, TX  78731",7.0,78759
3372,30.525834999999997,-97.61344,Ridgeview Middle School,"2000 Via Sonoma Trail, Round Rock, TX  78665",9.0,78664
3373,30.236494,-97.81116999999999,Richards School For Young Women Leade,"2206 Prather Lane, Austin, TX  78704",9.0,78704
3374,30.219067,-97.702221,John P Ojeda J High School,"4900 McKinney Falls Parkway, Austin, TX  78744",2.0,78704
3375,30.344082,-98.006002,Lake Travis Middle School,"4932 Bee Creek Road, Spicewood, TX  78669",9.0,78738
3376,30.226368,-97.879092,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78749
3378,30.180933000000003,-97.85270899999999,Bailey Middle School,"4020 Lost Oasis Hollow, Austin, TX  78739",6.0,78749
3380,30.227828999999996,-97.857008,Small Middle School,"4801 Monterey Oaks Boulevard, Austin, TX  78749",5.0,78749
3383,30.367584,-97.76388100000001,Murchison Middle School,"3700 North Hills Drive, Austin, TX  78731",7.0,78759
3385,30.142406,-97.574687,Del Valle Opportunity Center,"5301 Ross Road B, Del Valle, Texas 78617",4.0,78617
3386,30.257811,-97.77395200000001,Texas School For The Deaf,"1102 South Congress Avenue, Austin, TX  78704",1.0,78703
3392,30.119341,-97.735355,Mendez Middle School,"5106 Village Square Drive, Austin, TX  78744",1.0,78748
3393,30.344406,-97.848458,Canyon Ridge Middle School,"12601 Country Trails Lane, Austin, TX  78732",10.0,78750
3394,30.092467,-97.767677,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4.0,78748
3395,30.288421999999997,-97.772014,O Henry Middle School,"2610 West 10th Street, Austin, TX  78703",6.0,78703
3396,30.357846000000002,-97.85884200000001,Canyon Ridge Middle School,"12601 Country Trails Lane, Austin, TX  78732",10.0,78750
3397,30.424915999999996,-97.76038199999999,Canyon Vista Middle School,"8455 Spicewood Springs Road, Austin, TX  78759",10.0,78729
3398,30.152583,-97.798325,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4.0,78748
3399,30.149891999999998,-97.74496500000001,Mendez Middle School,"5106 Village Square Drive, Austin, TX  78744",1.0,78748
3400,30.435254999999998,-97.825128,Noel Grisham Middle School,"10805 School House Lane, Austin, TX  78750",7.0,78750
3403,30.121598,-97.74493199999999,Mendez Middle School,"5106 Village Square Drive, Austin, TX  78744",1.0,78748
3405,30.294427000000002,-97.951604,Hudson Bend Middle School,"3322 Ranch Road 620 South, Austin, TX  78738",9.0,78738
3407,30.320162,-97.70089300000001,Webb Middle School,"601 East Saint Johns Avenue, Austin, TX  78752",2.0,78752
3408,30.186559999999997,-97.824738,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4.0,78749
3410,30.330983000000003,-97.99040699999999,Hudson Bend Middle School,"3322 Ranch Road 620 South, Austin, TX  78738",9.0,78738
3411,30.395573,-97.69181,Westview Middle School,"1805 Scofield Lane, Austin, TX  78727",4.0,78753
3412,30.288826,-97.77122800000001,O Henry Middle School,"2610 West 10th Street, Austin, TX  78703",6.0,78703
3415,30.379521999999998,-97.820363,Four Points Middle School,"9700 McNeil Drive, Austin, TX  78750",9.0,78750
3416,30.429583,-97.717439,Westview Middle School,"1805 Scofield Lane, Austin, TX  78727",4.0,78729
3417,30.211709999999997,-97.88636,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78749
3418,30.340021999999998,-97.73361700000001,Lamar Middle School,"6201 Wynona Avenue, Austin, TX  78757",7.0,78756
3420,30.286819,-97.767625,O Henry Middle School,"2610 West 10th Street, Austin, TX  78703",6.0,78703
3421,30.45897,-97.571589,Kelly Lane Middle School,"18900 Falcon Pointe Boulevard, Pflugerville, TX  78660",7.0,78660
3422,30.342909999999996,-97.909131,Canyon Ridge Middle School,"12601 Country Trails Lane, Austin, TX  78732",10.0,78738
3425,30.498338,-97.840785,Cedar Park Middle School,"2100 Sun Chase Boulevard, Cedar Park, TX  78613",9.0,78613
3428,30.372343,-97.879587,Canyon Ridge Middle School,"12601 Country Trails Lane, Austin, TX  78732",10.0,78750
3429,30.478578999999996,-97.824966,Cedar Park Middle School,"2100 Sun Chase Boulevard, Cedar Park, TX  78613",9.0,78613
3431,30.149534999999997,-97.739216,Mendez Middle School,"5106 Village Square Drive, Austin, TX  78744",1.0,78748
3432,30.158720000000002,-97.832064,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4.0,78748
3435,30.354474,-97.981633,Hudson Bend Middle School,"3322 Ranch Road 620 South, Austin, TX  78738",9.0,78738
3436,30.246515999999996,-97.975717,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78738
3437,30.36185,-97.681838,Dobie Middle School,"1200 East Rundberg Lane, Austin, TX  78753",3.0,78758
3438,30.395903999999998,-97.6465,Dessau Middle School,"12900 Dessau Road, Austin, TX  78754",3.0,78753
3439,30.367791999999998,-97.67504699999999,Dobie Middle School,"1200 East Rundberg Lane, Austin, TX  78753",3.0,78758
3441,30.213377,-97.479874,Decker Middle School,"8104 Decker Creek Cove, Manor, TX  78653",4.0,78612
3443,30.428433000000002,-97.846005,Four Points Middle School,"9700 McNeil Drive, Austin, TX  78750",9.0,78750
3444,30.419722999999998,-97.807486,Canyon Vista Middle School,"8455 Spicewood Springs Road, Austin, TX  78759",10.0,78750
3445,30.139115999999998,-97.752825,Mendez Middle School,"5106 Village Square Drive, Austin, TX  78744",1.0,78748
3446,30.391495000000003,-97.65765999999999,Dessau Middle School,"12900 Dessau Road, Austin, TX  78754",3.0,78753
3450,30.156513,-97.847951,Bailey Middle School,"4020 Lost Oasis Hollow, Austin, TX  78739",6.0,78749
3451,30.501168,-97.778863,Artie L Henry Middle School,"100 North Vista Ridge Boulevard, Cedar Park, TX  78613",8.0,78613
3452,30.202060999999997,-97.943826,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78749
3453,30.488853999999996,-97.619169,Ridgeview Middle School,"2000 Via Sonoma Trail, Round Rock, TX  78665",9.0,78664
3454,30.382198,-97.703973,Burnet Middle School,"8401 Hathaway Drive, Austin, TX  78757",2.0,78758
3457,30.396240000000002,-97.696066,Westview Middle School,"1805 Scofield Lane, Austin, TX  78727",4.0,78753
3460,30.360739000000002,-97.836224,Four Points Middle School,"9700 McNeil Drive, Austin, TX  78750",9.0,78750
3462,30.217846999999995,-97.517501,Decker Middle School,"8104 Decker Creek Cove, Manor, TX  78653",4.0,78612
3463,30.231471000000003,-97.594619,Dailey Middle School,"14000 Westall Street, Austin, TX  78725",3.0,78617
3466,30.499244,-97.637075,Ridgeview Middle School,"2000 Via Sonoma Trail, Round Rock, TX  78665",9.0,78664
3467,30.235554999999998,-97.809863,Richards School For Young Women Leade,"2206 Prather Lane, Austin, TX  78704",9.0,78704
3468,30.217046999999997,-97.517271,Decker Middle School,"8104 Decker Creek Cove, Manor, TX  78653",4.0,78612
3469,30.250939000000002,-97.744985,Texas School For The Deaf,"1102 South Congress Avenue, Austin, TX  78704",1.0,78704
3470,30.440483,-97.606892,Park Crest Middle School,"1500 North Railroad Avenue, Pflugerville, TX  78660",7.0,78660
3472,30.156082,-97.862309,Bailey Middle School,"4020 Lost Oasis Hollow, Austin, TX  78739",6.0,78749
3473,30.383681,-97.746663,Burnet Middle School,"8401 Hathaway Drive, Austin, TX  78757",2.0,78759
3474,30.183490999999997,-97.831098,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4.0,78749
3475,30.198071999999996,-97.781476,Bedichek Middle School,"6800 Bill Hughes Road, Austin, TX  78745",2.0,78745
3476,30.380523999999998,-97.65933100000001,Dessau Middle School,"12900 Dessau Road, Austin, TX  78754",3.0,78753
3477,30.452424,-97.570748,Kelly Lane Middle School,"18900 Falcon Pointe Boulevard, Pflugerville, TX  78660",7.0,78660
3479,30.241954999999997,-97.824648,Small Middle School,"4801 Monterey Oaks Boulevard, Austin, TX  78749",5.0,78704
3480,30.475082,-97.576203,Kelly Lane Middle School,"18900 Falcon Pointe Boulevard, Pflugerville, TX  78660",7.0,78660
3482,30.371157,-97.825968,Four Points Middle School,"9700 McNeil Drive, Austin, TX  78750",9.0,78750
3483,30.441788,-97.81769,Noel Grisham Middle School,"10805 School House Lane, Austin, TX  78750",7.0,78750
3484,30.301171999999998,-97.776289,O Henry Middle School,"2610 West 10th Street, Austin, TX  78703",6.0,78703
3485,30.156028999999997,-97.498104,Cedar Creek Middle School,"125 Voss Parkway, Cedar Creek, TX  78612",5.0,78612
3486,30.144946,-97.839692,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4.0,78748
3487,30.235127000000002,-97.806899,Richards School For Young Women Leade,"2206 Prather Lane, Austin, TX  78704",9.0,78704
3489,30.205802000000002,-97.80443000000001,Bedichek Middle School,"6800 Bill Hughes Road, Austin, TX  78745",2.0,78745
3490,30.168532,-97.83881600000001,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4.0,78749
3491,30.49775,-97.85086899999999,Cedar Park Middle School,"2100 Sun Chase Boulevard, Cedar Park, TX  78613",9.0,78613
3493,30.290295,-97.932213,West Ridge Middle School,"9201 Scenic Bluff Drive, Austin, TX  78733",10.0,78738
3494,30.337805,-97.96127299999999,Hudson Bend Middle School,"3322 Ranch Road 620 South, Austin, TX  78738",9.0,78738
3495,30.309178000000003,-97.896546,West Ridge Middle School,"9201 Scenic Bluff Drive, Austin, TX  78733",10.0,78738
3498,30.175957,-97.811021,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4.0,78748
3499,30.344652000000004,-97.766061,Murchison Middle School,"3700 North Hills Drive, Austin, TX  78731",7.0,78759
3500,30.371940999999996,-97.782374,Murchison Middle School,"3700 North Hills Drive, Austin, TX  78731",7.0,78759
3501,30.414846,-97.648713,Dessau Middle School,"12900 Dessau Road, Austin, TX  78754",3.0,78753
3503,30.537211,-97.6458,Hopewell Middle School,"1535 Gulf Way, Round Rock, TX  78665",8.0,78664
3504,30.340949,-97.998727,Lake Travis Middle School,"4932 Bee Creek Road, Spicewood, TX  78669",9.0,78738
3505,30.284865999999997,-97.76314,O Henry Middle School,"2610 West 10th Street, Austin, TX  78703",6.0,78703
3506,30.205871999999996,-97.770238,Bedichek Middle School,"6800 Bill Hughes Road, Austin, TX  78745",2.0,78745
3508,30.208034,-97.522399,Decker Middle School,"8104 Decker Creek Cove, Manor, TX  78653",4.0,78612
3509,30.1352,-97.737187,Mendez Middle School,"5106 Village Square Drive, Austin, TX  78744",1.0,78748
3510,30.181306,-97.75585799999999,Mendez Middle School,"5106 Village Square Drive, Austin, TX  78744",1.0,78745
3511,30.164853000000004,-97.83098299999999,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4.0,78748
3513,30.361355,-97.689607,Dobie Middle School,"1200 East Rundberg Lane, Austin, TX  78753",3.0,78758
3516,30.238231,-97.980467,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78738
3517,30.258501000000003,-97.767563,Texas School For The Deaf,"1102 South Congress Avenue, Austin, TX  78704",1.0,78703
3519,30.437432,-97.61946800000001,Park Crest Middle School,"1500 North Railroad Avenue, Pflugerville, TX  78660",7.0,78660
3520,30.449646,-97.754849,Deerpark Middle School,"8849 Anderson Mill Road, Austin, TX  78729",6.0,78729
3521,30.406831,-97.761876,Canyon Vista Middle School,"8455 Spicewood Springs Road, Austin, TX  78759",10.0,78759
3523,30.182329,-97.857021,Bailey Middle School,"4020 Lost Oasis Hollow, Austin, TX  78739",6.0,78749
3526,30.223901,-97.803506,Richards School For Young Women Leade,"2206 Prather Lane, Austin, TX  78704",9.0,78745
3529,30.35776,-97.712165,Burnet Middle School,"8401 Hathaway Drive, Austin, TX  78757",2.0,78758
3533,30.217096,-97.91048599999999,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78749
3534,30.141893,-97.751094,Mendez Middle School,"5106 Village Square Drive, Austin, TX  78744",1.0,78748
3535,30.321447999999997,-97.464901,Elgin Middle School,"1351 South Avenue C, Elgin, TX  78621",3.0,78621
3536,30.248526000000002,-97.997804,Hudson Bend Middle School,"3322 Ranch Road 620 South, Austin, TX  78738",9.0,78738
3538,30.202772999999997,-97.8033,Bedichek Middle School,"6800 Bill Hughes Road, Austin, TX  78745",2.0,78745
3539,30.312146999999996,-97.981933,Hudson Bend Middle School,"3322 Ranch Road 620 South, Austin, TX  78738",9.0,78738
3540,30.353059000000002,-97.698388,Dobie Middle School,"1200 East Rundberg Lane, Austin, TX  78753",3.0,78758
3542,30.007751000000003,-97.81152,Armando Chapa Middle School,"3311 Dacy Lane, Kyle, TX  78640",3.0,78640
3543,30.257565999999997,-97.768601,Texas School For The Deaf,"1102 South Congress Avenue, Austin, TX  78704",1.0,78704
3544,30.338009999999997,-97.876533,Canyon Ridge Middle School,"12601 Country Trails Lane, Austin, TX  78732",10.0,78750
3546,30.531959000000004,-97.646973,Pfc Robert P Hernandez Middle School,"1901 Sunrise Road, Round Rock, TX  78664",3.0,78664
3547,30.435872999999997,-97.822148,Noel Grisham Middle School,"10805 School House Lane, Austin, TX  78750",7.0,78750
3548,30.426383,-97.673668,Westview Middle School,"1805 Scofield Lane, Austin, TX  78727",4.0,78753
3549,30.356516,-97.977645,Hudson Bend Middle School,"3322 Ranch Road 620 South, Austin, TX  78738",9.0,78738
3553,30.451372999999997,-97.62274599999999,Park Crest Middle School,"1500 North Railroad Avenue, Pflugerville, TX  78660",7.0,78660
3556,30.493153999999997,-97.601938,Ridgeview Middle School,"2000 Via Sonoma Trail, Round Rock, TX  78665",9.0,78660
3558,30.219752000000003,-97.820216,Covington Middle School,"3700 Convict Hill Road, Austin, TX  78749",5.0,78745
3560,30.205207,-97.847913,Covington Middle School,"3700 Convict Hill Road, Austin, TX  78749",5.0,78749
3562,30.191251,-97.742136,Mendez Middle School,"5106 Village Square Drive, Austin, TX  78744",1.0,78704
3565,30.475938,-97.566088,Kelly Lane Middle School,"18900 Falcon Pointe Boulevard, Pflugerville, TX  78660",7.0,78660
3566,30.383009,-97.82748000000001,Four Points Middle School,"9700 McNeil Drive, Austin, TX  78750",9.0,78750
3567,30.505798,-97.891464,Running Brushy Middle School,"2303 Lakeline Boulevard, Cedar Park, TX  78613",6.0,78641
3568,30.025495000000003,-97.824925,Armando Chapa Middle School,"3311 Dacy Lane, Kyle, TX  78640",3.0,78640
3570,30.388946999999998,-97.690675,Westview Middle School,"1805 Scofield Lane, Austin, TX  78727",4.0,78753
3571,30.444176000000002,-97.616553,Park Crest Middle School,"1500 North Railroad Avenue, Pflugerville, TX  78660",7.0,78660
3572,30.418065999999996,-97.77501600000001,Canyon Vista Middle School,"8455 Spicewood Springs Road, Austin, TX  78759",10.0,78750
3573,30.386703000000004,-97.756325,Murchison Middle School,"3700 North Hills Drive, Austin, TX  78731",7.0,78759
3574,30.192452000000003,-97.738276,Mendez Middle School,"5106 Village Square Drive, Austin, TX  78744",1.0,78704
3576,30.422056,-97.759036,Canyon Vista Middle School,"8455 Spicewood Springs Road, Austin, TX  78759",10.0,78729
3577,30.314532,-97.618584,Garcia Ymla,(512) 841-9400,3.0,78724
3579,30.140812,-97.574342,Del Valle Opportunity Center,"5301 Ross Road B, Del Valle, Texas 78617",4.0,78617
3580,30.377258,-97.768891,Murchison Middle School,"3700 North Hills Drive, Austin, TX  78731",7.0,78759
3581,30.348573,-97.87503199999999,Canyon Ridge Middle School,"12601 Country Trails Lane, Austin, TX  78732",10.0,78750
3584,30.367679,-97.73340400000001,Burnet Middle School,"8401 Hathaway Drive, Austin, TX  78757",2.0,78759
3585,30.439144,-97.768653,Deerpark Middle School,"8849 Anderson Mill Road, Austin, TX  78729",6.0,78750
3586,30.174723999999998,-97.840705,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4.0,78749
3587,30.461135,-97.91538,Cedar Park Middle School,"2100 Sun Chase Boulevard, Cedar Park, TX  78613",9.0,78613
3588,30.239365000000003,-97.78310400000001,Richards School For Young Women Leade,"2206 Prather Lane, Austin, TX  78704",9.0,78704
3592,30.313878000000003,-97.694491,Sadler Means Ywla,(512) 414-3234,2.0,78752
3594,30.336211,-97.72429,Lamar Middle School,"6201 Wynona Avenue, Austin, TX  78757",7.0,78756
3596,30.23507,-97.98821600000001,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78738
3597,30.397509000000003,-97.77423,Canyon Vista Middle School,"8455 Spicewood Springs Road, Austin, TX  78759",10.0,78759
3598,30.376417,-97.654878,Dessau Middle School,"12900 Dessau Road, Austin, TX  78754",3.0,78753
3600,30.283431,-97.926103,West Ridge Middle School,"9201 Scenic Bluff Drive, Austin, TX  78733",10.0,78738
3601,30.450636,-97.79492900000001,Noel Grisham Middle School,"10805 School House Lane, Austin, TX  78750",7.0,78750
3603,30.208737,-97.544942,Decker Middle School,"8104 Decker Creek Cove, Manor, TX  78653",4.0,78617
3604,30.495432,-97.912539,Running Brushy Middle School,"2303 Lakeline Boulevard, Cedar Park, TX  78613",6.0,78613
